user_id,movie_id,rating
21,422,3.0
21,251,2.5
21,55,4.5
21,222,5.0
21,492,5.0
21,186,4.0
21,326,4.0
22,363,4.5
22,79,4.0
22,223,3.0
22,91,3.0
22,376,3.5
22,268,4.5
22,495,3.5
22,334,5.0
22,139,1.5
22,316,2.0
22,414,5.0
22,471,5.0
22,276,5.0
22,397,3.0
22,248,5.0
22,239,3.5
22,224,4.0
22,423,3.0
22,375,5.0
22,304,2.0
22,138,5.0
22,166,4.5
22,437,3.5
22,126,5.0
22,426,4.0
22,479,4.0
22,45,3.0
22,143,4.0
22,452,3.0
22,231,4.0
22,125,4.0
22,385,4.0
22,238,5.0
22,292,2.0
22,313,5.0
22,343,3.0
22,195,3.0
22,173,3.0
22,15,2.0
22,254,4.0
22,436,4.5
22,167,4.5
22,94,4.0
22,250,4.5
22,109,4.0
22,182,3.0
22,409,5.0
22,133,4.0
22,175,2.0
22,144,3.5
22,451,4.5
22,306,5.0
22,360,3.5
22,142,4.5
22,285,4.0
22,6,5.0
22,265,5.0
22,486,4.5
22,98,5.0
22,44,3.5
22,124,3.5
22,369,4.0
22,209,4.0
22,251,3.0
22,389,4.5
22,354,5.0
22,244,3.5
22,331,3.5
23,230,2.5
23,406,5.0
23,9,4.0
23,48,5.0
23,151,1.5
23,114,5.0
23,208,3.0
23,355,3.5
23,125,2.5
23,157,4.0
23,340,2.0
23,298,2.5
23,189,4.0
23,243,4.0
23,284,4.0
23,272,4.5
23,177,4.5
23,218,4.5
23,382,4.0
23,282,5.0
23,170,4.5
23,181,4.5
23,360,4.5
23,233,5.0
23,139,3.5
23,129,4.0
23,119,3.0
23,62,5.0
23,370,3.0
23,99,4.5
23,162,3.0
23,381,4.5
23,275,3.5
23,487,4.5
23,391,3.0
23,354,5.0
23,95,3.0
23,111,4.5
23,379,4.5
23,248,5.0
23,142,3.5
23,371,4.0
23,302,4.5
23,390,3.5
23,269,5.0
23,306,4.5
23,145,4.5
23,52,4.0
23,427,3.5
23,100,3.5
23,152,3.0
23,117,3.5
23,185,3.5
23,92,3.0
23,155,2.0
23,8,3.0
23,363,2.5
23,274,5.0
23,65,4.5
23,141,4.0
23,24,5.0
23,499,4.0
23,28,3.0
23,150,2.0
23,358,5.0
23,484,2.0
23,327,3.0
23,445,4.0
23,386,5.0
23,252,4.5
23,53,4.0
23,447,5.0
24,294,5.0
24,146,4.5
24,241,4.0
24,246,3.5
24,226,3.5
24,175,3.5
24,95,1.5
24,495,4.0
24,27,3.5
24,130,2.5
24,482,5.0
25,59,5.0
25,421,4.0
25,34,3.0
25,206,5.0
25,252,3.5
25,38,5.0
25,296,5.0
25,323,3.5
25,352,5.0
25,28,3.0
25,78,3.5
25,77,4.5
25,416,3.5
25,289,5.0
25,486,5.0
25,156,5.0
25,44,4.0
25,128,5.0
25,61,4.5
25,286,4.0
25,392,3.5
25,214,4.0
25,311,4.5
25,306,5.0
25,405,4.0
25,317,3.5
25,116,4.0
25,398,5.0
25,268,4.0
25,195,3.0
25,231,3.0
25,466,5.0
25,227,5.0
25,153,5.0
25,441,5.0
25,302,4.5
25,220,3.5
25,157,5.0
25,292,4.0
25,318,5.0
25,31,5.0
25,313,5.0
25,492,5.0
25,379,4.5
25,51,4.5
25,391,3.0
25,107,5.0
25,321,5.0
25,109,4.0
25,136,3.0
25,339,4.5
25,42,5.0
25,81,5.0
25,123,5.0
25,89,5.0
25,283,5.0
25,39,5.0
25,2,5.0
25,210,4.0
25,353,5.0
25,305,4.5
25,241,3.5
25,150,4.0
25,17,3.0
25,119,4.5
25,148,4.5
25,362,5.0
25,145,4.0
25,360,4.5
25,233,5.0
25,37,3.0
26,474,5.0
26,136,2.5
26,404,5.0
26,406,5.0
26,321,3.0
26,302,4.0
26,339,4.5
26,412,3.0
26,479,4.0
26,102,4.0
26,218,4.5
26,59,3.5
26,279,5.0
26,116,4.0
26,332,4.0
26,77,5.0
26,466,5.0
26,137,4.5
26,424,2.5
26,73,3.5
26,37,5.0
26,31,4.0
26,85,5.0
26,158,4.0
26,305,4.5
26,384,3.0
26,423,2.5
26,292,4.5
26,472,3.5
26,148,5.0
26,225,3.5
26,64,3.0
26,240,2.0
26,353,5.0
26,156,3.0
26,359,1.5
26,207,4.5
26,483,5.0
26,140,4.0
27,277,3.0
27,253,5.0
27,225,5.0
27,42,4.0
27,307,5.0
27,21,4.0
27,456,4.0
27,222,4.5
27,377,4.0
27,166,3.5
27,310,5.0
27,129,3.0
27,14,4.5
27,47,4.0
27,118,4.5
27,493,4.5
27,346,2.5
27,429,5.0
27,441,5.0
27,295,5.0
27,301,5.0
27,487,4.0
27,11,4.5
27,392,3.0
27,345,3.0
27,421,5.0
27,138,4.5
27,296,4.5
27,391,3.0
27,388,5.0
27,90,4.5
27,241,2.5
27,266,3.0
27,334,4.0
27,227,4.0
27,470,4.5
27,143,5.0
27,93,5.0
27,300,4.5
27,224,5.0
27,326,4.0
27,417,4.5
27,252,3.5
27,497,4.5
27,179,4.5
27,210,4.0
27,171,4.0
27,165,5.0
27,344,4.5
27,54,4.5
27,440,4.5
27,83,3.5
27,169,2.5
27,211,4.0
27,356,3.5
27,254,3.5
27,148,4.0
27,340,2.0
27,484,4.0
27,206,5.0
27,390,4.0
27,282,2.0
27,19,4.0
27,233,4.5
27,46,3.0
27,162,4.5
27,130,3.5
27,60,5.0
27,396,5.0
27,207,3.5
27,443,5.0
27,264,4.0
27,423,2.5
27,1,4.0
28,237,3.5
28,212,3.5
28,28,4.5
28,97,3.0
28,266,2.0
28,186,4.5
28,319,3.5
28,388,3.5
28,256,4.5
28,321,2.5
28,227,5.0
28,390,4.0
28,27,3.5
28,105,5.0
28,137,3.5
28,282,4.0
28,68,3.5
28,475,5.0
28,148,5.0
28,225,3.5
28,451,2.0
28,358,5.0
28,249,3.0
28,63,5.0
28,15,3.0
28,499,2.5
28,323,3.5
28,312,2.5
28,410,3.5
28,123,5.0
28,364,4.0
28,82,2.0
28,160,4.0
28,283,5.0
28,8,4.0
28,209,5.0
28,48,3.5
28,116,3.0
28,431,5.0
28,468,3.0
28,59,4.0
28,485,5.0
28,61,3.5
28,332,4.5
28,427,5.0
28,79,4.0
28,478,4.0
28,367,4.0
28,150,4.0
28,261,4.0
28,362,4.5
28,140,4.0
28,213,5.0
28,428,3.0
28,248,3.0
28,242,2.5
28,125,1.5
28,234,5.0
28,75,3.5
28,197,3.5
28,98,4.0
28,472,3.0
28,307,4.5
28,383,5.0
28,70,3.5
28,443,4.5
28,36,3.5
28,142,4.0
28,396,5.0
28,405,4.0
28,438,4.5
28,175,3.5
28,479,4.5
28,404,4.5
28,260,2.5
28,421,4.5
28,2,3.5
28,145,4.0
28,372,5.0
29,429,4.5
29,301,5.0
29,297,5.0
29,338,5.0
29,251,5.0
29,444,4.5
29,77,3.0
29,229,5.0
29,276,4.5
29,248,5.0
29,177,5.0
29,171,4.0
29,283,4.0
29,391,3.0
29,279,4.5
29,194,4.5
29,234,5.0
29,478,5.0
29,165,5.0
29,446,4.0
29,97,5.0
29,358,5.0
29,123,4.5
29,293,4.5
29,197,4.5
29,120,3.5
29,439,5.0
29,398,4.0
29,211,4.0
29,23,3.0
29,163,4.0
29,382,4.5
29,243,4.5
29,362,5.0
29,468,4.0
29,416,5.0
29,196,5.0
29,198,3.5
29,340,2.0
29,406,4.0
29,421,5.0
29,334,4.0
29,78,5.0
29,254,3.5
29,494,5.0
29,19,5.0
29,65,5.0
29,258,5.0
30,446,5.0
30,52,5.0
30,448,5.0
30,433,4.5
30,226,4.0
30,270,4.5
30,467,4.0
30,234,4.5
30,8,5.0
30,370,5.0
30,74,5.0
30,210,5.0
30,336,4.0
30,497,4.5
30,80,5.0
30,39,3.0
30,241,4.0
30,401,3.5
30,136,5.0
30,174,4.0
30,320,2.5
30,355,5.0
30,204,5.0
30,333,3.5
30,42,4.0
30,437,3.5
30,169,4.5
30,346,4.0
30,440,5.0
30,274,5.0
30,195,3.0
30,489,2.5
30,163,4.0
30,321,2.5
30,368,5.0
30,455,5.0
30,389,4.0
30,250,3.5
30,447,5.0
30,278,4.5
30,19,3.5
30,317,1.5
30,36,4.5
30,121,5.0
30,324,5.0
30,351,3.5
30,472,3.0
30,148,5.0
30,117,2.0
30,383,5.0
30,47,4.5
30,223,5.0
31,390,3.5
31,325,2.5
31,361,3.5
31,447,4.0
31,52,4.5
31,228,5.0
31,86,3.5
31,356,5.0
31,154,4.5
31,463,3.0
31,15,2.5
31,24,2.0
31,167,4.5
31,408,4.0
31,29,3.5
31,151,4.0
31,184,5.0
31,192,2.5
31,221,3.5
31,75,5.0
31,126,4.0
31,272,4.0
32,290,3.5
32,350,2.0
32,406,2.5
32,93,4.5
32,88,3.0
32,90,2.5
32,41,2.0
32,313,4.5
32,446,3.0
32,196,3.5
32,318,3.5
32,124,3.5
32,255,3.0
32,468,2.5
32,299,2.0
32,74,4.0
32,119,2.5
32,237,1.5
32,327,4.0
32,131,4.5
32,236,2.0
32,342,2.0
32,5,4.5
32,461,4.0
32,412,2.0
32,239,2.5
32,462,3.5
32,148,5.0
32,347,2.5
32,280,3.5
32,81,3.5
32,38,3.5
32,227,4.0
32,484,4.0
32,177,4.0
32,301,4.0
32,154,4.0
32,328,1.0
32,493,3.5
32,218,3.5
32,354,4.0
32,129,5.0
32,234,4.0
32,433,3.0
32,155,2.5
32,102,4.5
32,197,3.0
32,437,2.0
32,248,4.0
32,55,3.5
32,122,3.0
32,293,4.0
32,184,3.5
32,295,4.5
32,152,3.5
32,359,3.0
32,12,3.0
32,425,2.5
32,338,3.0
32,203,5.0
32,141,3.5
32,443,4.0
33,467,3.5
33,311,5.0
33,382,2.0
33,255,3.0
33,427,4.5
33,463,2.5
33,147,4.5
33,398,2.5
33,410,4.5
33,118,2.5
33,411,4.5
33,181,5.0
33,113,4.5
33,326,3.5
33,98,4.0
33,318,3.5
34,348,4.0
34,387,4.0
34,370,4.0
34,393,5.0
34,338,3.0
34,349,5.0
34,430,3.5
34,71,4.5
34,322,1.5
34,50,2.5
34,463,4.0
34,331,3.5
34,21,2.5
34,159,3.5
34,404,5.0
34,226,4.0
34,18,3.5
34,297,4.0
34,187,3.0
34,375,4.0
34,68,4.5
34,47,3.0
34,466,5.0
34,152,5.0
34,168,4.5
34,383,4.0
34,213,5.0
34,90,3.5
34,103,3.0
34,403,4.5
34,277,1.5
34,449,5.0
34,498,3.0
34,188,4.0
34,272,3.5
34,257,3.5
34,468,4.0
34,140,3.5
34,426,4.0
34,85,2.0
34,132,3.0
34,423,3.5
35,496,2.5
35,413,4.0
35,152,3.5
35,383,4.5
35,446,4.5
35,174,3.0
35,412,3.0
35,59,4.5
35,240,2.5
35,494,5.0
35,39,5.0
35,73,3.0
35,387,3.0
35,495,4.5
35,116,4.0
35,441,2.5
35,347,4.0
35,371,2.5
35,346,1.5
35,204,4.5
35,434,2.5
35,286,4.0
35,188,3.0
35,47,3.5
35,405,3.5
35,203,5.0
35,8,3.5
35,136,2.5
35,275,4.0
35,64,3.0
35,233,4.0
35,189,2.0
35,345,4.0
35,384,2.5
35,135,3.5
35,300,4.0
35,196,3.5
35,422,2.5
35,327,2.5
35,482,3.0
35,191,2.5
35,56,3.5
35,120,4.5
35,242,3.0
35,13,3.5
35,318,3.5
35,453,4.5
35,483,2.5
35,288,3.5
35,168,4.5
35,469,3.0
35,313,4.0
35,114,3.5
35,332,2.0
35,33,4.0
35,326,2.5
35,238,2.5
35,466,4.0
35,359,3.5
35,155,3.0
35,333,2.5
35,210,4.5
35,60,5.0
35,72,5.0
35,24,4.5
35,485,4.0
35,20,2.0
35,156,3.0
35,253,3.5
35,50,4.0
35,121,3.0
36,70,4.5
36,199,4.0
36,233,5.0
36,190,3.5
36,344,4.0
36,487,4.0
36,381,3.5
36,357,3.5
36,485,4.5
36,277,2.5
36,215,3.5
36,301,3.5
36,373,4.0
36,80,3.5
